elapsed_s,terrain,confidence,speed_ms,x_est
0.0,unknown,0.0,0.0,-3.0
0.0,unknown,0.0,0.0,-3.0
0.0,soil,0.643,0.0,-3.0
0.0,soil,0.643,0.05,-3.0
0.0,sand,0.764,0.05,-3.0
0.0,sand,0.764,0.05,-3.0
0.0,sand,0.764,0.05,-3.0
0.0,sand,0.764,0.0,-3.0
0.0,sand,0.788,0.0,-3.0
0.0,sand,0.788,0.05,-3.0
0.0,sand,0.786,0.05,-3.0
0.0,sand,0.786,0.05,-3.0
0.0,sand,0.773,0.05,-3.0
0.0,sand,0.773,0.0,-3.0
0.0,sand,0.773,0.05,-3.0
0.0,sand,0.773,0.05,-3.0
0.01,sand,0.773,0.0,-3.0
0.01,sand,0.773,0.05,-3.0
0.09,sand,0.773,0.05,-3.0
0.12,sand,0.773,0.0,-3.0
0.19,sand,0.773,0.05,-2.99
0.29,sand,0.773,0.05,-2.99
0.33,sand,0.773,0.0,-2.99
0.34,sand,0.805,0.0,-2.99
0.39,sand,0.805,0.05,-2.99
0.49,sand,0.805,0.05,-2.99
0.53,sand,0.805,0.0,-2.98
0.6,sand,0.805,0.05,-2.98
0.69,sand,0.805,0.05,-2.98
0.7,sand,0.828,0.05,-2.98
0.74,sand,0.828,0.0,-2.98
0.8,sand,0.828,0.05,-2.97
0.89,sand,0.828,0.05,-2.97
0.94,sand,0.828,0.0,-2.97
0.99,sand,0.828,0.05,-2.97
1.09,sand,0.828,0.05,-2.97
1.12,sand,0.804,0.05,-2.96
1.15,sand,0.804,0.0,-2.96
1.19,sand,0.804,0.05,-2.96
1.29,sand,0.804,0.05,-2.96
1.36,sand,0.804,0.0,-2.95
1.39,sand,0.804,0.05,-2.95
1.46,sand,0.797,0.05,-2.95
1.49,sand,0.797,0.05,-2.95
1.57,sand,0.797,0.0,-2.94
1.59,sand,0.797,0.05,-2.94
1.69,sand,0.797,0.05,-2.94
1.79,sand,0.797,0.0,-2.94
1.79,sand,0.797,0.05,-2.93
1.81,sand,0.79,0.05,-2.93
1.89,sand,0.79,0.05,-2.93
1.99,sand,0.79,0.0,-2.93
1.99,sand,0.79,0.05,-2.92
2.09,sand,0.79,0.05,-2.92
2.14,sand,0.797,0.05,-2.92
2.19,sand,0.797,0.05,-2.91
2.22,sand,0.797,0.0,-2.91
2.29,sand,0.797,0.05,-2.91
2.39,sand,0.797,0.05,-2.91
2.41,sand,0.797,0.0,-2.9
2.5,sand,0.797,0.0,-2.9
2.5,sand,0.797,0.05,-2.9
2.59,sand,0.797,0.05,-2.9
2.62,sand,0.797,0.0,-2.9
2.69,sand,0.797,0.05,-2.9
2.79,sand,0.797,0.05,-2.9
2.86,sand,0.801,0.05,-2.89
2.87,sand,0.801,0.0,-2.89
2.89,sand,0.801,0.05,-2.89
2.99,sand,0.801,0.05,-2.89
3.06,sand,0.801,0.0,-2.88
3.1,sand,0.801,0.05,-2.88
3.18,sand,0.806,0.05,-2.88
3.19,sand,0.806,0.05,-2.88
3.27,sand,0.806,0.0,-2.88
3.29,sand,0.806,0.05,-2.87
3.4,sand,0.806,0.05,-2.87
3.48,sand,0.806,0.0,-2.87
3.49,sand,0.806,0.05,-2.86
3.49,sand,0.852,0.05,-2.86
3.59,sand,0.852,0.05,-2.86
3.69,sand,0.852,0.0,-2.86
3.7,sand,0.852,0.05,-2.85
3.79,sand,0.852,0.05,-2.85
3.85,sand,0.838,0.05,-2.85
3.89,sand,0.838,0.05,-2.84
3.9,sand,0.838,0.0,-2.84
3.99,sand,0.838,0.05,-2.84
4.09,sand,0.838,0.05,-2.84
4.1,sand,0.838,0.0,-2.84
4.19,sand,0.835,0.0,-2.84
4.19,sand,0.835,0.05,-2.84
4.29,sand,0.835,0.05,-2.84
4.3,sand,0.835,0.0,-2.83
4.4,sand,0.835,0.05,-2.83
4.5,sand,0.835,0.05,-2.83
4.51,sand,0.835,0.0,-2.83
4.58,sand,0.849,0.0,-2.83
4.59,sand,0.849,0.05,-2.83
4.7,sand,0.849,0.05,-2.83
4.71,sand,0.849,0.0,-2.82
4.81,sand,0.849,0.05,-2.82
4.89,sand,0.849,0.05,-2.82
4.97,sand,0.849,0.0,-2.81
4.99,sand,0.849,0.05,-2.81
5.03,sand,0.851,0.05,-2.81
5.09,sand,0.851,0.05,-2.81
5.15,sand,0.851,0.0,-2.81
5.19,sand,0.851,0.05,-2.8
5.29,sand,0.851,0.05,-2.8
5.34,sand,0.851,0.0,-2.8
5.39,sand,0.851,0.05,-2.8
5.42,sand,0.875,0.05,-2.8
5.49,sand,0.875,0.05,-2.79
5.54,sand,0.875,0.0,-2.79
5.59,sand,0.875,0.05,-2.79
5.69,sand,0.875,0.05,-2.79
5.75,sand,0.875,0.0,-2.78
5.76,sand,0.85,0.0,-2.78
5.79,sand,0.85,0.05,-2.78
5.89,sand,0.85,0.05,-2.78
5.96,sand,0.85,0.0,-2.77
5.99,sand,0.85,0.05,-2.77
6.09,sand,0.85,0.05,-2.77
6.13,sand,0.868,0.05,-2.77
6.16,sand,0.868,0.0,-2.76
6.19,sand,0.868,0.05,-2.76
6.29,sand,0.868,0.05,-2.76
6.36,sand,0.868,0.0,-2.76
6.39,sand,0.868,0.05,-2.75
6.47,sand,0.886,0.05,-2.75
6.49,sand,0.886,0.05,-2.75
6.57,sand,0.886,0.0,-2.75
6.59,sand,0.886,0.05,-2.75
6.7,sand,0.886,0.05,-2.75
6.78,sand,0.886,0.0,-2.74
6.8,sand,0.886,0.05,-2.74
6.81,sand,0.86,0.05,-2.74
6.89,sand,0.86,0.05,-2.74
6.99,sand,0.86,0.0,-2.73
6.99,sand,0.86,0.05,-2.73
7.1,sand,0.86,0.05,-2.73
7.18,sand,0.834,0.05,-2.72
7.19,sand,0.834,0.05,-2.72
7.19,sand,0.834,0.0,-2.72
7.29,sand,0.834,0.05,-2.72
7.39,sand,0.834,0.05,-2.72
7.4,sand,0.834,0.0,-2.71
7.49,sand,0.834,0.05,-2.71
7.54,sand,0.824,0.05,-2.71
7.59,sand,0.824,0.05,-2.71
7.6,sand,0.824,0.0,-2.71
7.69,sand,0.824,0.05,-2.71
7.79,sand,0.824,0.05,-2.71
7.81,sand,0.824,0.0,-2.7
7.89,sand,0.824,0.05,-2.7
7.93,sand,0.825,0.05,-2.7
7.99,sand,0.825,0.05,-2.7
8.01,sand,0.825,0.0,-2.69
8.09,sand,0.825,0.05,-2.69
8.19,sand,0.825,0.05,-2.69
8.23,sand,0.825,0.0,-2.69
8.29,sand,0.825,0.05,-2.69
8.32,sand,0.799,0.05,-2.69
8.39,sand,0.799,0.05,-2.68
8.42,sand,0.799,0.0,-2.68
8.49,sand,0.799,0.05,-2.68
8.59,sand,0.799,0.05,-2.68
8.63,sand,0.799,0.0,-2.67
8.69,sand,0.799,0.05,-2.67
8.69,sand,0.807,0.05,-2.67
8.79,sand,0.807,0.05,-2.67
8.83,sand,0.807,0.0,-2.67
8.89,sand,0.807,0.05,-2.67
8.99,sand,0.807,0.05,-2.67
9.06,sand,0.807,0.0,-2.66
9.09,sand,0.807,0.05,-2.66
9.16,sand,0.813,0.05,-2.66
9.19,sand,0.813,0.05,-2.65
9.26,sand,0.813,0.0,-2.65
9.29,sand,0.813,0.05,-2.65
9.4,sand,0.813,0.05,-2.65
9.46,sand,0.813,0.0,-2.64
9.56,sand,0.813,0.05,-2.64
9.6,sand,0.847,0.05,-2.64
9.63,sand,0.847,0.05,-2.64
9.67,sand,0.847,0.0,-2.64
9.71,sand,0.847,0.05,-2.63
9.8,sand,0.847,0.05,-2.63
9.88,sand,0.847,0.0,-2.63
9.97,sand,0.783,0.0,-2.63
10.01,sand,0.783,0.05,-2.63
10.01,sand,0.783,0.05,-2.63
10.08,sand,0.783,0.0,-2.63
10.09,sand,0.783,0.05,-2.62
10.19,sand,0.783,0.05,-2.62
10.29,sand,0.783,0.0,-2.62
10.29,sand,0.783,0.05,-2.61
10.31,sand,0.732,0.05,-2.61
10.4,sand,0.732,0.05,-2.61
10.49,sand,0.732,0.0,-2.61
10.49,sand,0.732,0.05,-2.6
10.59,sand,0.732,0.05,-2.6
10.67,sand,0.765,0.05,-2.6
10.69,sand,0.765,0.05,-2.59
10.7,sand,0.765,0.0,-2.59
10.81,sand,0.765,0.05,-2.59
10.9,sand,0.765,0.05,-2.59
10.91,sand,0.765,0.0,-2.59
10.99,sand,0.778,0.0,-2.59
10.99,sand,0.778,0.05,-2.59
11.09,sand,0.778,0.05,-2.59
11.12,sand,0.778,0.0,-2.58
11.19,sand,0.778,0.05,-2.58
11.3,sand,0.778,0.05,-2.58
11.34,sand,0.778,0.0,-2.58
11.35,sand,0.785,0.0,-2.57
11.39,sand,0.785,0.05,-2.57
11.49,sand,0.785,0.05,-2.57
11.55,sand,0.785,0.0,-2.57
11.59,sand,0.785,0.05,-2.57
11.69,sand,0.761,0.05,-2.57
11.69,sand,0.761,0.05,-2.56
11.75,sand,0.761,0.0,-2.56
11.8,sand,0.761,0.05,-2.56
11.89,sand,0.761,0.05,-2.56
11.97,sand,0.761,0.0,-2.55
12.0,sand,0.761,0.05,-2.55
12.08,sand,0.755,0.05,-2.55
12.09,sand,0.755,0.05,-2.54
12.17,sand,0.755,0.0,-2.54
12.19,sand,0.755,0.05,-2.54
12.3,sand,0.755,0.05,-2.54
12.38,sand,0.755,0.0,-2.53
12.39,sand,0.755,0.05,-2.53
12.41,sand,0.753,0.05,-2.53
12.49,sand,0.753,0.05,-2.53
12.59,sand,0.753,0.0,-2.53
12.6,sand,0.753,0.05,-2.52
12.69,sand,0.753,0.05,-2.52
12.8,sand,0.753,0.05,-2.52
12.82,sand,0.753,0.0,-2.51
12.83,sand,0.798,0.0,-2.51
12.89,sand,0.798,0.05,-2.51
12.99,sand,0.798,0.05,-2.51
13.02,sand,0.798,0.0,-2.5
13.09,sand,0.798,0.05,-2.5
13.19,sand,0.798,0.05,-2.5
13.26,sand,0.798,0.0,-2.5
13.27,sand,0.815,0.0,-2.49
13.29,sand,0.815,0.05,-2.49
13.39,sand,0.815,0.05,-2.49
13.49,sand,0.815,0.0,-2.49
13.49,sand,0.815,0.05,-2.48
13.59,sand,0.815,0.05,-2.48
13.69,sand,0.815,0.05,-2.48
13.7,sand,0.815,0.0,-2.47
13.72,sand,0.829,0.0,-2.47
13.79,sand,0.829,0.05,-2.47
13.89,sand,0.829,0.05,-2.47
13.89,sand,0.829,0.0,-2.47
13.99,sand,0.829,0.05,-2.47
14.08,sand,0.799,0.05,-2.47
14.09,sand,0.799,0.05,-2.46
14.11,sand,0.799,0.0,-2.46
14.19,sand,0.799,0.05,-2.46
14.29,sand,0.799,0.05,-2.46
14.32,sand,0.799,0.0,-2.46
14.39,sand,0.799,0.05,-2.46
14.44,sand,0.766,0.05,-2.46
14.49,sand,0.766,0.05,-2.45
14.52,sand,0.766,0.0,-2.45
14.59,sand,0.766,0.05,-2.45
14.69,sand,0.766,0.05,-2.45
14.75,sand,0.766,0.0,-2.45
14.78,sand,0.784,0.0,-2.44
14.79,sand,0.784,0.05,-2.44
14.89,sand,0.784,0.05,-2.44
14.94,sand,0.784,0.0,-2.44
14.99,sand,0.784,0.05,-2.43
15.09,sand,0.784,0.05,-2.43
15.15,sand,0.739,0.05,-2.43
15.17,sand,0.739,0.0,-2.43
15.19,sand,0.739,0.05,-2.43
15.29,sand,0.739,0.05,-2.43
15.36,sand,0.739,0.0,-2.42
15.4,sand,0.739,0.05,-2.42
15.49,sand,0.739,0.05,-2.42
15.51,sand,0.758,0.05,-2.41
15.58,sand,0.758,0.0,-2.41
15.59,sand,0.758,0.05,-2.41
15.69,sand,0.758,0.05,-2.41
15.78,sand,0.758,0.0,-2.4
15.79,sand,0.758,0.05,-2.4
15.89,sand,0.758,0.05,-2.4
15.95,sand,0.751,0.05,-2.39
15.99,sand,0.751,0.05,-2.39
16.0,sand,0.751,0.0,-2.39
16.09,sand,0.751,0.05,-2.39
16.19,sand,0.751,0.05,-2.39
16.21,sand,0.751,0.0,-2.38
16.29,sand,0.751,0.05,-2.38
16.31,sand,0.771,0.05,-2.38
16.4,sand,0.771,0.05,-2.38
16.42,sand,0.771,0.0,-2.38
16.49,sand,0.771,0.05,-2.38
16.59,sand,0.771,0.05,-2.38
16.63,sand,0.771,0.0,-2.37
16.69,sand,0.762,0.0,-2.37
16.69,sand,0.762,0.05,-2.37
16.79,sand,0.762,0.05,-2.37
16.83,sand,0.762,0.0,-2.36
16.89,sand,0.762,0.05,-2.36
16.99,sand,0.762,0.05,-2.36
17.04,sand,0.772,0.05,-2.36
17.06,sand,0.772,0.0,-2.35
17.09,sand,0.772,0.05,-2.35
17.19,sand,0.772,0.05,-2.35
17.26,sand,0.772,0.0,-2.35
17.29,sand,0.772,0.05,-2.34
17.39,sand,0.772,0.05,-2.34
17.44,sand,0.793,0.05,-2.34
17.48,sand,0.793,0.0,-2.34
17.5,sand,0.793,0.05,-2.34
17.59,sand,0.793,0.05,-2.34
17.69,sand,0.793,0.05,-2.33
17.69,sand,0.793,0.0,-2.33
17.8,sand,0.793,0.05,-2.33
17.83,sand,0.758,0.05,-2.33
17.89,sand,0.758,0.05,-2.32
17.92,sand,0.758,0.0,-2.32
17.99,sand,0.758,0.05,-2.32
18.09,sand,0.758,0.05,-2.32
18.13,sand,0.758,0.0,-2.31
18.2,sand,0.758,0.05,-2.31
18.29,sand,0.802,0.05,-2.31
18.29,sand,0.802,0.05,-2.31
18.36,sand,0.802,0.0,-2.31
18.39,sand,0.802,0.05,-2.3
18.5,sand,0.802,0.05,-2.3
18.56,sand,0.802,0.0,-2.3
18.59,sand,0.802,0.05,-2.3
18.66,sand,0.792,0.05,-2.3
18.69,sand,0.792,0.05,-2.29
18.76,sand,0.792,0.0,-2.29
18.79,sand,0.792,0.05,-2.29
18.89,sand,0.792,0.05,-2.29
18.96,sand,0.792,0.0,-2.28
18.98,sand,0.779,0.0,-2.28
19.0,sand,0.779,0.05,-2.28
19.09,sand,0.779,0.05,-2.28
19.17,sand,0.779,0.0,-2.27
19.2,sand,0.779,0.05,-2.27
19.3,sand,0.779,0.05,-2.27
19.33,sand,0.78,0.05,-2.27
19.37,sand,0.78,0.0,-2.26
19.39,sand,0.78,0.05,-2.26
19.49,sand,0.78,0.05,-2.26
19.58,sand,0.78,0.0,-2.26
19.62,sand,0.78,0.05,-2.25
19.71,sand,0.763,0.05,-2.25
19.73,sand,0.763,0.05,-2.25
19.79,sand,0.763,0.0,-2.25
19.83,sand,0.763,0.05,-2.24
19.89,sand,0.763,0.05,-2.24
19.99,sand,0.763,0.05,-2.24
20.02,sand,0.763,0.0,-2.24
20.09,sand,0.773,0.0,-2.23
20.09,sand,0.773,0.05,-2.23
20.19,sand,0.773,0.05,-2.23
20.21,sand,0.773,0.0,-2.23
20.29,sand,0.773,0.05,-2.23
20.39,sand,0.773,0.05,-2.23
20.43,sand,0.773,0.0,-2.22
20.49,sand,0.773,0.05,-2.22
20.51,sand,0.802,0.05,-2.22
20.59,sand,0.802,0.05,-2.22
20.63,sand,0.802,0.0,-2.22
20.69,sand,0.802,0.05,-2.21
20.79,sand,0.802,0.05,-2.21
20.84,sand,0.802,0.0,-2.21
20.89,sand,0.802,0.05,-2.21
20.91,sand,0.788,0.05,-2.21
20.99,sand,0.788,0.05,-2.21
21.04,sand,0.788,0.0,-2.2
21.09,sand,0.788,0.05,-2.2
21.19,sand,0.788,0.05,-2.2
21.25,sand,0.773,0.05,-2.19
21.26,sand,0.773,0.0,-2.19
21.29,sand,0.773,0.05,-2.19
21.39,sand,0.773,0.05,-2.19
21.46,sand,0.773,0.0,-2.19
21.49,sand,0.773,0.05,-2.18
21.59,sand,0.751,0.05,-2.18
21.59,sand,0.751,0.05,-2.18
21.66,sand,0.751,0.0,-2.18
21.69,sand,0.751,0.05,-2.17
21.79,sand,0.751,0.05,-2.17
21.87,sand,0.751,0.0,-2.17
21.88,sand,0.713,0.0,-2.17
21.89,sand,0.713,0.05,-2.17
21.99,sand,0.713,0.05,-2.17
22.07,sand,0.713,0.0,-2.16
22.1,sand,0.713,0.05,-2.16
22.19,sand,0.713,0.05,-2.16
22.21,sand,0.701,0.05,-2.15
22.28,sand,0.701,0.0,-2.15
22.29,sand,0.701,0.05,-2.15
22.39,sand,0.701,0.05,-2.15
22.49,sand,0.701,0.0,-2.14
22.49,sand,0.701,0.05,-2.14
22.55,sand,0.713,0.05,-2.14
22.59,sand,0.713,0.05,-2.13
22.69,sand,0.713,0.0,-2.13
22.69,sand,0.713,0.05,-2.13
22.8,sand,0.713,0.05,-2.13
22.89,sand,0.713,0.05,-2.12
22.89,sand,0.713,0.0,-2.12
22.93,sand,0.696,0.0,-2.12
22.99,sand,0.696,0.05,-2.12
23.09,sand,0.696,0.05,-2.12
23.09,sand,0.696,0.0,-2.11
23.19,sand,0.696,0.05,-2.11
23.29,sand,0.696,0.05,-2.11
23.31,sand,0.696,0.0,-2.11
23.36,sand,0.736,0.0,-2.11
23.39,sand,0.736,0.05,-2.11
23.49,sand,0.736,0.05,-2.11
23.51,sand,0.736,0.0,-2.1
23.59,sand,0.736,0.05,-2.1
23.7,sand,0.736,0.05,-2.1
23.72,sand,0.736,0.0,-2.09
23.74,sand,0.712,0.0,-2.09
23.79,sand,0.712,0.05,-2.09
23.89,sand,0.712,0.05,-2.09
23.92,sand,0.712,0.0,-2.09
23.99,sand,0.712,0.05,-2.09
24.09,sand,0.712,0.05,-2.09
24.11,sand,0.667,0.05,-2.08
24.13,sand,0.667,0.0,-2.08
24.19,sand,0.667,0.05,-2.08
24.29,sand,0.667,0.05,-2.08
24.33,sand,0.667,0.0,-2.08
24.39,sand,0.667,0.05,-2.07
24.49,sand,0.667,0.05,-2.07
24.52,sand,0.672,0.05,-2.07
24.54,sand,0.672,0.0,-2.07
24.59,sand,0.672,0.05,-2.07
24.69,sand,0.672,0.05,-2.07
24.73,sand,0.672,0.0,-2.06
24.79,sand,0.672,0.05,-2.06
24.87,sand,0.674,0.05,-2.06
24.89,sand,0.674,0.05,-2.05
24.94,sand,0.674,0.0,-2.05
24.99,sand,0.674,0.05,-2.05
25.09,sand,0.674,0.05,-2.05
25.14,sand,0.674,0.0,-2.05
25.19,sand,0.674,0.05,-2.04
25.24,sand,0.69,0.05,-2.04
25.29,sand,0.69,0.05,-2.04
25.35,sand,0.69,0.0,-2.04
25.4,sand,0.69,0.05,-2.04
25.49,sand,0.69,0.05,-2.04
25.56,sand,0.69,0.0,-2.03
25.6,sand,0.69,0.05,-2.03
25.66,sand,0.663,0.05,-2.03
25.69,sand,0.663,0.05,-2.02
25.76,sand,0.663,0.0,-2.02
25.79,sand,0.663,0.05,-2.02
25.89,sand,0.663,0.05,-2.02
25.97,sand,0.663,0.0,-2.01
25.99,sand,0.663,0.05,-2.01
26.01,sand,0.713,0.05,-2.01
26.09,sand,0.713,0.05,-2.01
26.18,sand,0.713,0.0,-2.01
26.19,sand,0.713,0.05,-2.0
26.3,sand,0.713,0.05,-2.0
26.38,sand,0.679,0.05,-2.0
26.38,sand,0.679,0.0,-1.99
26.39,sand,0.679,0.05,-1.99
26.51,sand,0.679,0.05,-1.99
26.59,sand,0.679,0.05,-1.99
26.6,sand,0.679,0.0,-1.98
26.69,sand,0.679,0.05,-1.98
26.8,sand,0.679,0.05,-1.98
26.8,sand,0.738,0.05,-1.98
26.81,sand,0.738,0.0,-1.98
26.89,sand,0.738,0.05,-1.98
