threshold,coverage,risk,safety_rate,safety_fail,n_confident,n_abstained
0.33492,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.33945,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.34397,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.34849,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.35302,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.35754,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.36206,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.36658,1.0,0.09756097560975607,0.9477351916376306,0.05226480836236934,287,0
0.37111,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.37563,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.38015,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.38467,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.3892,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.39372,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.39824,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.40276,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.40729,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.41181,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.41633,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.42085,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.42538,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.4299,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.43442,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.43894,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.44347,0.9965156794425087,0.09440559440559437,0.9477351916376306,0.05226480836236934,286,1
0.44799,0.9930313588850174,0.09122807017543855,0.9512195121951219,0.04878048780487805,285,2
0.45251,0.9930313588850174,0.09122807017543855,0.9512195121951219,0.04878048780487805,285,2
0.45704,0.9930313588850174,0.09122807017543855,0.9512195121951219,0.04878048780487805,285,2
0.46156,0.9895470383275261,0.09154929577464788,0.9512195121951219,0.04878048780487805,284,3
0.46608,0.9895470383275261,0.09154929577464788,0.9512195121951219,0.04878048780487805,284,3
0.4706,0.9860627177700348,0.09187279151943462,0.9512195121951219,0.04878048780487805,283,4
0.47513,0.9825783972125436,0.09219858156028371,0.9512195121951219,0.04878048780487805,282,5
0.47965,0.9825783972125436,0.09219858156028371,0.9512195121951219,0.04878048780487805,282,5
0.48417,0.9825783972125436,0.09219858156028371,0.9512195121951219,0.04878048780487805,282,5
0.48869,0.9790940766550522,0.08896797153024916,0.9547038327526133,0.04529616724738676,281,6
0.49322,0.9790940766550522,0.08896797153024916,0.9547038327526133,0.04529616724738676,281,6
